date,account_value
2021-07-01,100000.0
2021-07-02,100555.42359943391
2021-07-06,100128.9381258011
2021-07-07,99986.13477344514
2021-07-08,99999.64042682649
2021-07-09,100249.42888660432
2021-07-12,99921.43211383821
2021-07-13,100334.49510593415
2021-07-14,100549.30828113557
2021-07-15,100151.68749637605
2021-07-16,99567.58259601594
2021-07-19,98766.94150180818
2021-07-20,99815.11441440583
2021-07-21,100413.76810474397
2021-07-22,100784.17351932527
2021-07-23,102186.28203983308
2021-07-26,101840.3842813492
2021-07-27,101339.86141605378
2021-07-28,101595.4331094742
2021-07-29,101671.53070850373
2021-07-30,102048.2937242508
2021-08-02,102265.59082431794
2021-08-03,102980.7690355301
2021-08-04,101470.4021379471
2021-08-05,102083.29995365144
2021-08-06,101929.98214359285
2021-08-09,101346.44937152864
2021-08-10,99882.67101306916
2021-08-11,99848.50994510652
2021-08-12,99338.73371524812
2021-08-13,99661.45130558015
2021-08-16,100447.59996814729
2021-08-17,99700.9795534134
2021-08-18,98404.71168537141
2021-08-19,99029.02390689851
2021-08-20,99252.31348438264
2021-08-23,100246.33346195222
2021-08-24,100090.98633213044
2021-08-25,99501.949833107
2021-08-26,98927.06895847322
2021-08-27,99911.64552707673
2021-08-30,100228.96640033723
2021-08-31,100134.54228610994
2021-09-01,100457.85194797517
2021-09-02,100661.5253068924
2021-09-03,100761.91740818025
2021-09-07,100153.4360239029
2021-09-08,100105.45606250764
2021-09-09,99171.02822132112
2021-09-10,99160.88655872346
2021-09-13,98986.00972766877
2021-09-14,99034.43618030549
2021-09-15,99795.95802326204
2021-09-16,100101.17653293611
2021-09-17,98755.96995563508
2021-09-20,96857.98378772737
2021-09-21,96470.37513751985
2021-09-22,96952.82181186677
2021-09-23,97765.94699497224
2021-09-24,97776.41294116975
2021-09-27,96897.6684610367
2021-09-28,94333.13410205842
2021-09-29,94138.38586063386
2021-09-30,93659.89590854646
2021-10-01,94323.4600183487
2021-10-04,92676.1101457596
2021-10-05,93706.09404392244
2021-10-06,94231.66444416047
2021-10-07,94879.52114887239
2021-10-08,94248.21424121858
2021-10-11,93942.41592807771
2021-10-12,93472.12962360383
2021-10-13,94407.2488023758
2021-10-14,96514.44093341829
2021-10-15,96442.70204181672
2021-10-18,95957.55190677644
2021-10-19,97138.24785633088
2021-10-20,97468.7534219742
2021-10-21,97707.34461994172
2021-10-22,97896.29948825837
2021-10-25,98080.91276569368
2021-10-26,98230.24781818391
2021-10-27,97036.14094181062
2021-10-28,98247.65358753206
2021-10-29,98808.86732883455
2021-11-01,99115.26380939485
2021-11-02,100663.01414508821
2021-11-03,101429.74051303865
2021-11-04,104333.58077259065
2021-11-05,104410.94902439119
2021-11-08,103538.31914157869
2021-11-09,104012.58068103791
2021-11-10,102312.7599794388
2021-11-11,101552.6726457596
2021-11-12,102500.64881534578
2021-11-15,102759.14288730623
2021-11-16,103059.3979532242
2021-11-17,102839.08031482698
2021-11-18,102778.02494068147
2021-11-19,102626.50155658723
2021-11-22,101553.40922946931
2021-11-23,101498.20550937654
2021-11-24,101010.60199375154
2021-11-26,98930.7824365616
2021-11-29,101719.54083652498
2021-11-30,99625.59525318147
2021-12-01,99087.17478961946
2021-12-02,100281.81496829988
2021-12-03,99735.91044635774
2021-12-06,101589.42976017
2021-12-07,103816.02277393342
2021-12-08,104455.19821949006
2021-12-09,102772.14312763215
2021-12-10,103274.57598133088
2021-12-13,103588.98102970124
2021-12-14,102714.20693225862
2021-12-15,105419.46849079133
2021-12-16,104353.37267322541
2021-12-17,103661.38926715852
2021-12-20,102322.02000446321
2021-12-21,103978.38142414094
2021-12-22,104683.67204303743
2021-12-23,105502.42603702546
2021-12-27,107283.68404407502
2021-12-28,107107.23516101838
2021-12-29,107651.65225238801
2021-12-30,106754.9163515091
2021-12-31,106138.90884799958
2022-01-03,106029.80256290437
2022-01-04,105567.63124103547
2022-01-05,103505.05292530061
2022-01-06,102876.57661457063
2022-01-07,101842.18085498811
2022-01-10,102260.7174264908
2022-01-11,103345.18266696931
2022-01-12,103743.71243305207
2022-01-13,101894.92143650056
2022-01-14,103139.78654499055
2022-01-18,100108.03398914338
2022-01-19,98935.35775394441
2022-01-20,97716.90465183259
2022-01-21,96365.04947681428
2022-01-24,97449.58734531404
2022-01-25,95207.6201784134
2022-01-26,94608.40852756501
2022-01-27,93467.89095325471
2022-01-28,96044.89698810579
2022-01-31,98227.05329914094
2022-02-01,97993.0063516617
2022-02-02,98641.89245624543
2022-02-03,96318.15368289949
2022-02-04,95883.6973230362
2022-02-07,96298.6635782242
2022-02-08,98354.9617044449
2022-02-09,99774.95986194612
2022-02-10,96981.51618976594
2022-02-11,94702.80602664949
2022-02-14,94005.80389041902
2022-02-15,95538.78930683137
2022-02-16,95323.27185840608
2022-02-17,93482.50478382112
2022-02-18,92036.94668598176
2022-02-22,92212.39162845613
2022-02-23,91026.73509998323
2022-02-24,92979.17547245027
2022-02-25,95532.1805955887
2022-02-28,94933.40064640046
2022-03-01,93516.2800600052
2022-03-02,94982.35210437776
2022-03-03,94636.3287469864
2022-03-04,94105.62295169831
2022-03-07,92680.27881641389
2022-03-08,91507.25133152009
2022-03-09,93251.29087467195
2022-03-10,91245.1374856949
2022-03-11,90228.8153497696
2022-03-14,89653.85871143342
2022-03-15,91573.35157032014
2022-03-16,93567.09763355256
