date,account_value
2021-07-01,100000.0
2021-07-02,101134.36779167938
2021-07-06,102221.84901573944
2021-07-07,102749.11654045868
2021-07-08,102164.59399559784
2021-07-09,103174.65406182098
2021-07-12,102982.48543694305
2021-07-13,103243.27139046478
2021-07-14,101254.69720604706
2021-07-15,101132.54803231049
2021-07-16,102391.22918083954
2021-07-19,102878.78298714447
2021-07-20,104212.09511330414
2021-07-21,103837.06263878632
2021-07-22,105519.70226052093
2021-07-23,107280.4901099472
2021-07-26,106168.89959481049
2021-07-27,105895.5408988266
2021-07-28,107209.6396765976
2021-07-29,108024.66718437958
2021-07-30,105774.19419243622
2021-08-02,105581.44891884613
2021-08-03,107689.68489220428
2021-08-04,108437.68804314423
2021-08-05,110007.7966208725
2021-08-06,106560.21088936615
2021-08-09,107361.07390740204
2021-08-10,105891.11235192108
2021-08-11,104996.39123299408
2021-08-12,106624.68626931
2021-08-13,106778.59831002045
2021-08-16,107689.0625243454
2021-08-17,107802.32966759491
2021-08-18,106747.08279564667
2021-08-19,104168.55592873383
2021-08-20,105453.67657616425
2021-08-23,103713.89150765228
2021-08-24,103958.05277016449
2021-08-25,104940.25325539398
2021-08-26,103371.37096169281
2021-08-27,102386.17226937103
2021-08-30,103681.4982161789
2021-08-31,102371.90860512543
2021-09-01,103131.34760048676
2021-09-02,104481.20027306366
2021-09-03,104575.28901436615
2021-09-07,103497.56591561127
2021-09-08,104207.1229262619
2021-09-09,102806.92210533905
2021-09-10,103231.18549492645
2021-09-13,100165.04979851532
2021-09-14,100495.38149407196
2021-09-15,100600.7264342575
2021-09-16,100785.00139382172
2021-09-17,100386.82427361298
2021-09-20,99505.30559685516
2021-09-21,99965.85801842499
2021-09-22,100415.02215340424
2021-09-23,101422.05382302093
2021-09-24,101098.698113945
2021-09-27,97584.43968727875
2021-09-28,94092.69624474335
2021-09-29,94469.66210701752
2021-09-30,93246.48255684662
2021-10-01,92638.12743904877
2021-10-04,90519.03870537567
2021-10-05,91198.12885811615
2021-10-06,91814.2320342331
2021-10-07,93242.48670342255
2021-10-08,93094.0886016159
2021-10-11,92237.5283484726
2021-10-12,92555.90893700409
2021-10-13,93327.75669243622
2021-10-14,94215.17997124481
2021-10-15,94897.3416762619
2021-10-18,95256.55927040863
2021-10-19,95796.08627465057
2021-10-20,95868.82595589447
2021-10-21,96031.42981865692
2021-10-22,96506.66002419281
2021-10-25,97457.21823265839
2021-10-26,97130.66082909393
2021-10-27,95589.12710335541
2021-10-28,96958.80688622284
2021-10-29,98386.65163185883
2021-11-01,98553.51263573456
2021-11-02,94673.16139366913
2021-11-03,94686.2349448471
2021-11-04,96290.15653374481
2021-11-05,95001.12408211517
2021-11-08,94227.56217720795
2021-11-09,93216.68023064423
2021-11-10,91796.19848778534
2021-11-11,91021.9711470871
2021-11-12,92205.51608803558
2021-11-15,90943.03138497162
