date,account_value
2021-07-01,100000.0
2021-07-02,100555.3493348999
2021-07-06,100669.77749226
2021-07-07,100610.0571039467
2021-07-08,99473.49373744965
2021-07-09,100855.2115671711
2021-07-12,101224.9922771702
2021-07-13,101695.21969344713
2021-07-14,101733.16646349909
2021-07-15,101683.9995205288
2021-07-16,100368.31563041879
2021-07-19,98673.88623055459
2021-07-20,99292.90847661401
2021-07-21,101237.3558930893
2021-07-22,101674.15408542825
2021-07-23,103316.08293269826
2021-07-26,103020.14640360356
2021-07-27,102246.80635294058
2021-07-28,103211.40273059178
2021-07-29,103275.87734062292
2021-07-30,102502.58947770788
2021-08-02,102975.9294052973
2021-08-03,102479.33698426535
2021-08-04,100871.7659897051
2021-08-05,100199.59172178365
2021-08-06,99767.33662006857
2021-08-09,98390.48172797491
2021-08-10,97531.14664283086
2021-08-11,97884.91143791296
2021-08-12,97343.58340953161
2021-08-13,96666.11110151006
2021-08-16,95950.94024635793
2021-08-17,94255.38912289144
2021-08-18,94516.58398367025
2021-08-19,94841.60354201414
2021-08-20,94828.47104899504
2021-08-23,97135.19106833555
2021-08-24,98115.14761798002
2021-08-25,97319.45695862343
2021-08-26,97090.18852019502
2021-08-27,99215.92493605806
2021-08-30,98998.67300963594
2021-08-31,98276.48627639009
2021-09-01,98308.66881728364
2021-09-02,101291.92330006411
2021-09-03,101913.37568119814
2021-09-07,104975.84538487246
2021-09-08,104238.64231084158
2021-09-09,104082.7884232836
2021-09-10,106246.55566571523
2021-09-13,105243.4918820696
2021-09-14,104019.45138142873
2021-09-15,104668.99445794393
2021-09-16,105191.03389142324
2021-09-17,103631.38692735006
2021-09-20,100969.2432038622
2021-09-21,101054.57937691976
2021-09-22,102140.68487332632
2021-09-23,103509.29294656088
2021-09-24,105749.00140933039
2021-09-27,106461.93565911915
2021-09-28,102540.4837030802
2021-09-29,101187.33817237952
2021-09-30,102679.18483299353
2021-10-01,104200.7705749903
2021-10-04,101258.62274402716
2021-10-05,102682.56710428336
2021-10-06,103704.55652708151
2021-10-07,105452.24001449683
2021-10-08,104518.15705532172
2021-10-11,103772.3395914469
2021-10-12,104567.51725095847
2021-10-13,104789.09685749152
2021-10-14,104863.38870376685
2021-10-15,106226.46197265723
2021-10-18,106287.72921075394
2021-10-19,107367.51278390457
2021-10-20,106926.07080544998
2021-10-21,112429.45546044876
2021-10-22,110280.54286279251
2021-10-25,109553.40200128128
2021-10-26,107802.7948388057
2021-10-27,106639.41926278641
2021-10-28,106422.95487680008
2021-10-29,105292.62538232376
2021-11-01,106042.53351678421
2021-11-02,104516.17696847489
2021-11-03,106459.84655084183
2021-11-04,108533.4794804454
2021-11-05,110142.19343155624
2021-11-08,109054.89496899369
2021-11-09,108806.47630596878
2021-11-10,106958.90787029984
2021-11-11,105913.34663296463
2021-11-12,105539.80114284469
2021-11-15,105491.60717742874
2021-11-16,105211.17941635086
2021-11-17,105600.47482269241
2021-11-18,104113.14977061417
2021-11-19,103533.71447550919
2021-11-22,101314.78273570206
2021-11-23,100722.27184474136
2021-11-24,101701.69942186023
2021-11-26,99026.55930516864
2021-11-29,100732.27501485492
2021-11-30,98163.7470817342
2021-12-01,95691.56782529499
2021-12-02,96685.40062620355
2021-12-03,95516.91552116587
2021-12-06,96855.06359102442
2021-12-07,100535.38532211496
2021-12-08,101299.27365638925
2021-12-09,99525.6708317013
2021-12-10,100258.51579477503
2021-12-13,98182.15815784647
2021-12-14,95999.0061674328
2021-12-15,97824.03645565225
2021-12-16,96756.72147848322
2021-12-17,97728.25084163858
2021-12-20,97074.54089309885
2021-12-21,100509.08520700647
2021-12-22,101426.27881481363
2021-12-23,102457.79933454706
2021-12-27,104181.70022537424
2021-12-28,103638.79073908045
2021-12-29,102813.64880604936
2021-12-30,103366.40069408705
2021-12-31,102858.68792553236
2022-01-03,102339.76841182997
2022-01-04,101317.88051433851
2022-01-05,97030.07662655927
2022-01-06,97672.44239991714
2022-01-07,97323.99515574981
2022-01-10,97857.7318443637
2022-01-11,98193.3642205577
2022-01-12,97669.33662789871
2022-01-13,96064.65959065963
2022-01-14,96203.89791053344
2022-01-18,93373.25807755996
2022-01-19,92912.2303389888
2022-01-20,93341.07804673721
2022-01-21,91164.70217317154
2022-01-24,91588.63648932983
2022-01-25,88192.47509234954
2022-01-26,87846.56781285812
2022-01-27,85948.6303357463
2022-01-28,88315.35043519546
2022-01-31,90909.49002355148
2022-02-01,90929.67305654098
2022-02-02,93769.25267404129
2022-02-03,90412.00024217178
2022-02-04,92816.14408439209
2022-02-07,91600.33927815963
2022-02-08,92477.25779765655
2022-02-09,95420.94636863281
2022-02-10,93621.26076739837
2022-02-11,91272.43662065078
2022-02-14,91570.38323443939
2022-02-15,94883.29226630737
2022-02-16,94434.56994479705
2022-02-17,91304.89053147842
2022-02-18,89172.43704026748
2022-02-22,88309.4679722171
2022-02-23,86018.05662292053
2022-02-24,91048.13007968475
2022-02-25,92424.84424346496
2022-02-28,92393.27789825012
2022-03-01,90862.01250594665
2022-03-02,91505.9911608081
2022-03-03,88522.05548900177
2022-03-04,85675.28809970428
2022-03-07,79612.72200530578
2022-03-08,78422.21719115783
2022-03-09,83744.63292115738
2022-03-10,82096.57996934463
2022-03-11,79157.87019485046
2022-03-14,77413.02139800598
2022-03-15,79697.5962266307
2022-03-16,83285.05401271392
2022-03-17,84667.15280604889
2022-03-18,88383.3583111663
2022-03-21,87024.30786560966
2022-03-22,89456.91531800224
2022-03-23,88007.03426026298
2022-03-24,90976.92075776054
2022-03-25,90841.14307450248
2022-03-28,91800.60554551079
2022-03-29,94119.87899064018
2022-03-30,93226.20281266166
2022-03-31,92083.30379151298
2022-04-01,91937.99225663139
2022-04-04,94224.62049912407
2022-04-05,91584.82259034111
2022-04-06,89134.64479493095
2022-04-07,88713.47018097831
2022-04-08,87647.030189981
2022-04-11,85333.59098343708
2022-04-12,84541.70412068226
2022-04-13,86891.95952515461
2022-04-14,84850.53126673558
2022-04-18,84483.20904831745
2022-04-19,86640.82700018742
