date,account_value
2022-06-01,100000.0
2022-06-02,103336.61308037187
2022-06-03,102419.10513269808
2022-06-06,99533.37452411655
2022-06-07,100245.13732624057
2022-06-08,99346.52139759067
2022-06-09,94906.28467273715
2022-06-10,94227.60042285922
2022-06-13,90995.6587724686
2022-06-14,90860.99098682406
2022-06-15,92553.62306690219
2022-06-16,91582.10976886752
2022-06-17,94898.07834339145
2022-06-21,96211.94875049594
2022-06-22,96081.32247638705
2022-06-23,98939.20021533969
2022-06-24,99872.18622303012
2022-06-27,98548.794377327
2022-06-28,97274.1171922684
2022-06-29,97912.92204761508
2022-06-30,96980.9496355057
2022-07-01,97691.46751117709
2022-07-05,98167.48383808139
2022-07-06,97885.43882465365
2022-07-07,99697.53136920932
2022-07-08,101474.84889698031
2022-07-11,100458.35722064975
2022-07-12,99677.78065204623
2022-07-13,98628.140912056
2022-07-14,98285.02229022983
2022-07-15,99600.33555316928
2022-07-18,96745.61172962192
2022-07-19,98214.74124622348
2022-07-20,98206.43194293979
2022-07-21,97870.13959217074
2022-07-22,97035.40724658969
2022-07-25,97208.21503925326
2022-07-26,96331.9161653519
2022-07-27,97179.38551044467
2022-07-28,96438.12601947787
2022-07-29,96385.33822345737
2022-08-01,95729.64214801791
2022-08-02,95316.27686023715
2022-08-03,99948.55872058871
2022-08-04,100667.81772327426
2022-08-05,100532.00603199008
2022-08-08,102865.76095294955
2022-08-09,101834.04944324496
2022-08-10,104406.91976642612
2022-08-11,101946.2525148392
2022-08-12,102643.48238086703
2022-08-15,104592.43788623813
2022-08-16,105447.79987049106
2022-08-17,103780.11190509799
2022-08-18,102243.2911653519
2022-08-19,101409.20625019076
2022-08-22,100412.33549213412
2022-08-23,99011.76219654086
2022-08-24,99036.48576068881
2022-08-25,98675.11668872836
2022-08-26,97172.81718921664
2022-08-29,96662.71120166781
2022-08-30,96089.46059894565
2022-08-31,95091.3080415726
2022-09-01,97853.83978748324
2022-09-02,95027.87784290317
2022-09-06,94141.13448047641
2022-09-07,97376.94878101352
2022-09-08,111931.54529285434
2022-09-09,114212.91985034946
2022-09-12,112137.09699726108
2022-09-13,110228.14083576205
2022-09-14,109745.63759326938
2022-09-15,110820.84589862826
2022-09-16,111544.68669605258
2022-09-19,112210.34237384799
2022-09-20,110570.43504047397
2022-09-21,107928.10936450961
2022-09-22,108598.23989582065
2022-09-23,109602.20044422153
2022-09-26,107985.5954332352
