date,account_value
2022-01-03,100000.0
2022-01-04,98290.350251709
2022-01-05,93099.72769311524
2022-01-06,93188.51461938478
2022-01-07,92369.2111525879
2022-01-10,92893.31765893556
2022-01-11,93435.92563012696
2022-01-12,94064.75338891603
2022-01-13,91371.91543725587
2022-01-14,92025.97836450196
2022-01-18,90294.82925561524
2022-01-19,90313.21054223634
2022-01-20,89801.91827539064
2022-01-21,88173.7410169387
2022-01-24,89638.93075092079
2022-01-25,86443.7450066352
2022-01-26,86782.30807454826
2022-01-27,86015.48758657218
2022-01-28,89106.94899041892
2022-01-31,91465.24572332145
2022-02-01,91567.83819158317
2022-02-02,92031.58152635337
2022-02-03,88324.23601968528
2022-02-04,89070.67288120033
2022-02-07,88115.70360524894
2022-02-08,88847.80206496955
2022-02-09,90785.7566328788
2022-02-10,87282.59062583686
2022-02-11,84378.44395883323
2022-02-14,84296.77006156684
2022-02-15,85915.47557742835
2022-02-16,85908.61027152778
2022-02-17,83197.1683355117
2022-02-18,81708.62527520896
2022-02-22,81008.01826675178
2022-02-23,79008.52729137184
2022-02-24,83333.2023125434
2022-02-25,83911.08352382423
2022-02-28,84016.2993746543
2022-03-01,83072.56659801246
2022-03-02,84426.56886203529
2022-03-03,82701.73772628547
2022-03-04,81253.15702445747
2022-03-07,78931.34487636329
2022-03-08,78025.53133876564
2022-03-09,81647.7491040969
2022-03-10,79878.28377206565
2022-03-11,77242.40375621559
2022-03-14,76710.52624233009
2022-03-15,79011.5437179351
2022-03-16,82644.56345184089
2022-03-17,83408.4203797126
2022-03-18,85444.01713950874
2022-03-21,85585.8953805709
2022-03-22,87106.73804528953
2022-03-23,82665.2321110511
2022-03-24,84311.57383258583
2022-03-25,84153.62951905967
2022-03-28,86472.98943765403
2022-03-29,88600.63372190238
2022-03-30,87597.03142411949
2022-03-31,86331.0286498809
2022-04-01,86567.13508422615
2022-04-04,88265.93820102455
2022-04-05,86572.91735227348
2022-04-06,84330.63635213615
2022-04-07,85031.82254274131
2022-04-08,83782.13904865028
2022-04-11,81618.3710242057
2022-04-12,80596.93955238105
2022-04-13,81753.10335452796
2022-04-14,79951.41459806205
2022-04-18,80420.60697849037
2022-04-19,82138.16446740867
2022-04-20,82095.69574792625
2022-04-21,80440.94758708717
2022-04-22,78679.62158210517
2022-04-25,79595.10282523872
2022-04-26,76444.05132873298
2022-04-27,77187.33292491676
2022-04-28,79662.87184865715
2022-04-29,76500.81740291358
2022-05-02,77899.0682988906
2022-05-03,77680.45420177223
2022-05-04,79523.70181567909
2022-05-05,75851.41139419319
2022-05-06,74465.68893201591
2022-05-09,71288.80245073081
2022-05-10,73178.9795509124
2022-05-11,71149.93801505805
2022-05-12,71467.02792508842
2022-05-13,73943.63687618019
2022-05-16,73177.96980483772
2022-05-17,74858.61182887794
2022-05-18,71793.32101733924
2022-05-19,71522.65564353706
2022-05-20,72047.22251518012
2022-05-23,73840.03627403022
2022-05-24,72938.7667604232
2022-05-25,73479.22908933403
2022-05-26,74662.86015947105
2022-05-27,77555.92293508293
2022-05-31,76140.856871202
2022-06-01,75768.72810323478
2022-06-02,78410.38392074348
2022-06-03,76658.6640339637
2022-06-06,76777.39323289634
2022-06-07,77541.56540735008
2022-06-08,76477.69361598731
2022-06-09,75083.20198877098
2022-06-10,71088.88924367668
2022-06-13,67824.60814817192
2022-06-14,67648.6976748252
2022-06-15,69084.25736339332
2022-06-16,66735.59347684623
2022-06-17,66931.87486417533
2022-06-21,68233.27933318855
2022-06-22,68246.55378444435
2022-06-23,69835.55516774894
2022-06-24,72126.26810319663
2022-06-27,71327.69648607017
2022-06-28,68796.40823180915
2022-06-29,69310.1478071952
2022-06-30,68802.31508071662
2022-07-01,68733.14533717872
2022-07-05,69186.55740411521
2022-07-06,70011.93399675132
2022-07-07,71307.67345721961
2022-07-08,71171.20164449455
2022-07-11,70210.1699281478
2022-07-12,68429.13457639457
2022-07-13,68415.6444283271
2022-07-14,68898.98792321922
2022-07-15,70241.38641078712
2022-07-18,69436.94924648048
2022-07-19,71652.45305831672
2022-07-20,73391.13951547386
2022-07-21,74973.82425649406
2022-07-22,73942.02006824256
2022-07-25,73041.30580861808
2022-07-26,71256.04244191886
2022-07-27,74081.65034110786
2022-07-28,76046.57220084907
2022-07-29,77292.0258165145
2022-08-01,77177.64590318443
2022-08-02,76577.14409072639
2022-08-03,79223.424419477
2022-08-04,80038.67213733436
2022-08-05,79887.98302467109
2022-08-08,79716.4540563369
2022-08-09,78510.4813719535
2022-08-10,80704.3585701728
2022-08-11,80116.01821763755
2022-08-12,81733.09308965446
2022-08-15,82420.62148053886
2022-08-16,81830.8587985778
2022-08-17,80747.56541974784
2022-08-18,80877.7823982978
2022-08-19,78923.58219964744
2022-08-22,76541.54702766181
2022-08-23,76252.19507940055
2022-08-24,75847.93895347358
2022-08-25,76301.39714582206
2022-08-26,72730.67980582954
2022-08-29,71831.09290988685
2022-08-30,71386.42308957817
2022-08-31,71038.21067626716
2022-09-01,70396.94232661964
2022-09-02,69565.89221437217
2022-09-06,69574.57254989387
2022-09-07,71267.44139249565
2022-09-08,71718.54395253898
2022-09-09,73476.53694684745
2022-09-12,73895.50622565986
2022-09-13,69490.58447273017
2022-09-14,69906.65228278877
2022-09-15,64206.16294057609
2022-09-16,63487.28253991844
2022-09-19,63283.592427804484
2022-09-20,62412.66218002082
2022-09-21,61501.77164275886
2022-09-22,61026.11219699622
2022-09-23,60516.17246682884
2022-09-26,59654.44160135032
